d1_1,d1_2,d1_3
834.683,94.44,2.541
840.955,94.457,2.559
833.704,94.447,2.495
832.716,94.461,2.486
828.711,94.446,2.538
842.313,94.459,2.526
836.451,94.478,2.466
836.301,94.484,2.478
827.203,94.455,2.52
836.581,94.463,2.52
829.84,94.48,2.397
838.868,94.508,2.391
835.872,94.501,2.41
837.669,94.499,2.373
835.133,94.469,2.41
834.174,94.466,2.404
830.079,94.48,2.41
832.436,94.486,2.387
830.778,94.501,2.362
825.665,94.493,2.385
835.682,94.484,2.451
829.81,94.489,2.397
830.159,94.486,2.469
830.069,94.464,2.564
826.374,94.451,2.626
833.125,94.458,2.588
835.043,94.48,2.498
832.766,94.506,2.413
830.209,94.499,2.411
829.071,94.485,2.401
830.099,94.486,2.437
829.031,94.475,2.43
821.6,94.461,2.428
830.279,94.458,2.477
823.009,94.435,2.484
835.762,94.454,2.539
829.041,94.459,2.419
829.969,94.487,2.385
824.606,94.462,2.475
824.197,94.434,2.539
827.093,94.438,2.567
824.776,94.418,2.634
827.872,94.421,2.643
828.192,94.429,2.643
821.231,94.415,2.663
828.002,94.401,2.788
831.228,94.399,2.703
832.836,94.435,2.706
829.33,94.423,2.745
831.527,94.422,2.738
823.078,94.429,2.669
820.861,94.413,2.764
825.445,94.379,2.84
825.845,94.374,2.828
821.85,94.388,2.814
822.759,94.391,2.774
825.975,94.407,2.698
824.347,94.445,2.582
820.881,94.436,2.613
819.593,94.416,2.632
832.176,94.433,2.616
828.701,94.431,2.574
828.881,94.436,2.642
825.276,94.409,2.69
822.449,94.375,2.867
824.257,94.318,2.95
824.556,94.345,2.896
823.977,94.402,2.816
815.968,94.429,2.674
828.042,94.467,2.587
827.253,94.472,2.495
822.19,94.475,2.503
821.63,94.449,2.533
822.279,94.456,2.544
822.629,94.47,2.513
815.878,94.474,2.458
827.223,94.485,2.498
818.504,94.464,2.437
825.046,94.468,2.419
829.67,94.472,2.414
829.8,94.501,2.347
823.468,94.488,2.378
831.218,94.477,2.396
824.377,94.48,2.33
822.17,94.483,2.367
815.079,94.443,2.367
814.35,94.449,2.368
814.55,94.45,2.41
816.347,94.453,2.41
830.029,94.504,2.352
825.266,94.516,2.268
822.639,94.506,2.359
821.111,94.456,2.391
828.252,94.468,2.401
830.579,94.487,2.375
829.18,94.503,2.372
823.128,94.509,2.301
816.307,94.502,2.378
823.608,94.454,2.512
823.198,94.446,2.462
833.675,94.476,2.423
827.992,94.5,2.378
827.333,94.488,2.436
822.859,94.467,2.458
830.119,94.468,2.452
834.104,94.492,2.367
831.178,94.481,2.352
828.541,94.476,2.462
827.752,94.44,2.481
829.4,94.45,2.516
828.431,94.442,2.527
827.473,94.432,2.524
826.774,94.424,2.559
827.143,94.405,2.625
827.952,94.399,2.625
827.303,94.415,2.6
823.158,94.422,2.605
834.703,94.42,2.68
828.252,94.411,2.61
822.869,94.414,2.608
826.194,94.41,2.671
827.003,94.401,2.613
826.184,94.424,2.628
832.356,94.409,2.578
824.157,94.407,2.555
835.842,94.412,2.637
840.575,94.423,2.544
836.89,94.47,2.384
833.754,94.465,2.384
830.439,94.432,2.443
828.801,94.415,2.501
824.127,94.41,2.503
825.635,94.412,2.538
829.869,94.422,2.536
822.609,94.45,2.367
819.673,94.423,2.451
822.299,94.395,2.562
830.059,94.385,2.623
825.086,94.39,2.608
834.573,94.394,2.655
827.273,94.404,2.52
835.342,94.423,2.578
830.079,94.392,2.608
840.326,94.411,2.574
836.97,94.406,2.545
847.726,94.411,2.564
839.567,94.401,2.547
844.301,94.398,2.567
845.789,94.384,2.59
850.492,94.392,2.584
852.34,94.406,2.568
852.37,94.391,2.558
855.566,94.4,2.529
854.537,94.397,2.524
851.721,94.399,2.52
846.058,94.4,2.555
853.978,94.398,2.561
852.23,94.389,2.55
852.819,94.395,2.558
852.37,94.392,2.53
853.279,94.402,2.491
853.468,94.396,2.483
861.138,94.387,2.526
855.316,94.384,2.491
853.898,94.389,2.491
853.499,94.377,2.516
854.567,94.351,2.591
868.449,94.35,2.607
871.914,94.37,2.564
873.562,94.402,2.489
871.215,94.409,2.446
864.524,94.393,2.492
864.474,94.382,2.507
864.893,94.368,2.535
866.352,94.37,2.526
867.031,94.384,2.498
879.314,94.4,2.452
875.889,94.436,2.271
886.525,94.482,2.172
882.59,94.476,2.12
882.63,94.461,2.095
887.334,94.452,2.12
887.524,94.437,2.121
895.343,94.427,2.198
893.146,94.41,2.277
883.229,94.381,2.304
886.056,94.373,2.37
897.611,94.387,2.367
893.466,94.409,2.356
887.963,94.385,2.422
896.602,94.35,2.538
901.825,94.328,2.503
904.511,94.353,2.448
900.347,94.359,2.408
899.937,94.348,2.394
891.748,94.349,2.361
902.953,94.364,2.346
898.14,94.361,2.286
907.148,94.376,2.274
906.129,94.387,2.172
907.088,94.404,2.196
906.119,94.387,2.169
914.249,94.403,2.179
913.949,94.389,2.124
912.561,94.399,2.082
905.201,94.376,2.152
915.817,94.347,2.227
914.149,94.344,2.172
920.001,94.377,2.184
914.019,94.357,2.153
910.973,94.335,2.175
906.189,94.31,2.222
901.006,94.301,2.272
903.343,94.304,2.281
903.323,94.306,2.289
905.44,94.345,2.227
904.541,94.351,2.169
907.667,94.368,2.132
910.194,94.376,2.104
908.516,94.396,2.019
900.906,94.388,1.958
900.716,94.35,2.124
892.777,94.314,2.156
892.088,94.309,2.288
892.497,94.287,2.297
894.205,94.301,2.262
892.058,94.291,2.327
885.377,94.276,2.347
880.373,94.261,2.405
891.918,94.252,2.436
886.235,94.282,2.323
876.858,94.284,2.306
882.5,94.255,2.41
876.758,94.263,2.356
876.688,94.266,2.402
876.788,94.278,2.393
869.707,94.285,2.387
873.512,94.301,2.39
869.428,94.278,2.376
869.128,94.292,2.394
866.971,94.28,2.463
866.941,94.262,2.5
868.099,94.259,2.535
864.624,94.258,2.602
857.104,94.236,2.701
861.388,94.199,2.803
862.866,94.192,2.747
863.525,94.229,2.716
860.609,94.275,2.605
851.99,94.307,2.457
860.389,94.354,2.332
850.902,94.386,2.178
846.478,94.393,2.12
845.469,94.39,2.066
846.677,94.389,2.045
848.615,94.416,1.929
847.696,94.438,1.86
838.688,94.427,1.96
836.8,94.368,2.158
838.878,94.321,2.253
838.958,94.323,2.283
839.527,94.328,2.283
846.947,94.363,2.188
846.847,94.392,2.138
846.318,94.395,2.172
850.213,94.364,2.211
843.951,94.36,2.251
837.739,94.336,2.327
833.465,94.311,2.434
833.944,94.276,2.521
833.734,94.271,2.59
833.495,94.271,2.645
827.013,94.272,2.637
828.421,94.272,2.707
829.4,94.256,2.681
830.419,94.269,2.669
830.489,94.279,2.634
828.621,94.29,2.629
832.296,94.306,2.622
828.342,94.309,2.596
832.017,94.324,2.558
826.454,94.325,2.556
828.451,94.298,2.661
823.508,94.273,2.68
817.096,94.274,2.681
816.128,94.261,2.718
831.068,94.289,2.634
827.453,94.341,2.561
827.672,94.357,2.568
825.176,94.34,2.581
824.527,94.345,2.538
826.055,94.355,2.472
830.149,94.372,2.474
832.945,94.36,2.462
840.805,94.399,2.465
837.08,94.375,2.489
838.898,94.377,2.497
831.447,94.368,2.51
833.315,94.339,2.671
826.774,94.29,2.658
830.149,94.327,2.672
838.748,94.343,2.631
852.709,94.393,2.533
850.692,94.424,2.477
850.822,94.421,2.468
848.745,94.402,2.507
842.203,94.381,2.518
849.993,94.377,2.587
846.088,94.371,2.484
844.39,94.405,2.457
841.644,94.4,2.501
838.279,94.379,2.512
829.36,94.38,2.513
826.244,94.366,2.614
829.939,94.349,2.576
826.364,94.383,2.533
821.191,94.379,2.588
831.857,94.374,2.568
826.544,94.384,2.573
827.103,94.391,2.648
827.163,94.354,2.689
830.479,94.357,2.732
830.638,94.361,2.762
820.492,94.342,2.803
824.117,94.325,2.843
820.342,94.331,2.803
821.101,94.34,2.808
837.819,94.371,2.735
851.781,94.434,2.578
842.503,94.467,2.536
837.859,94.44,2.582
830.149,94.402,2.57
842.912,94.401,2.651
834.633,94.387,2.643
839.037,94.41,2.645
834.773,94.412,2.605
847.746,94.433,2.587
847.446,94.442,2.466
844.59,94.457,2.489
840.066,94.421,2.478
834.214,94.391,2.532
828.312,94.365,2.651
827.872,94.324,2.715
827.313,94.338,2.657
818.884,94.365,2.686
810.485,94.35,2.735
807.229,94.339,2.666
818.375,94.387,2.535
822.819,94.442,2.46
815.129,94.459,2.388
826.194,94.477,2.408
818.904,94.453,2.417
816.038,94.421,2.536
806.55,94.373,2.629
799.23,94.351,2.733
795.105,94.32,2.939
793.218,94.274,2.921
791.22,94.325,2.909
791.35,94.323,2.901
793.308,94.338,2.87
792.039,94.363,2.806
789.153,94.377,2.751
792.558,94.398,2.707
798.96,94.409,2.632
792.539,94.426,2.553
801.597,94.448,2.542
800.109,94.449,2.515
798.051,94.461,2.535
793.477,94.439,2.637
795.155,94.414,2.671
787.535,94.427,2.64
795.405,94.437,2.739
788.334,94.411,2.7
783.431,94.427,2.722
785.388,94.413,2.787
800.208,94.432,2.78
807.739,94.457,2.686
812.422,94.489,2.616
811.124,94.496,2.55
804.353,94.484,2.602
806.52,94.456,2.687
807.049,94.456,2.619
810.295,94.484,2.622
815.918,94.482,2.629
815.958,94.485,2.585
821.5,94.501,2.599
816.557,94.482,2.521
812.652,94.495,2.529
812.283,94.477,2.582
804.034,94.441,2.637
810.465,94.442,2.66
807.479,94.458,2.617
815.758,94.471,2.669
812.353,94.483,2.51
806.3,94.517,2.579
807.269,94.483,2.623
821.441,94.484,2.605
816.218,94.501,2.481
825.305,94.522,2.526
823.178,94.516,2.466
827.862,94.536,2.413
824.886,94.541,2.399
824.177,94.523,2.48
819.543,94.499,2.495
822.889,94.506,2.516
820.901,94.502,2.516
815.379,94.493,2.55
813.211,94.484,2.6
809.327,94.471,2.588
816.487,94.492,2.57
813.901,94.509,2.458
814.28,94.536,2.472
804.693,94.507,2.458
811.204,94.503,2.545
819.703,94.504,2.442
816.986,94.57,2.327
808.498,94.562,2.359
806.77,94.533,2.463
801.647,94.491,2.565
793.707,94.444,2.681
802.286,94.428,2.767
798.91,94.448,2.773
807.639,94.462,2.799
803.544,94.453,2.796
799.669,94.452,2.849
798.311,94.439,2.869
798.94,94.456,2.799
808.098,94.493,2.726
816.417,94.547,2.582
823.787,94.597,2.419
820.871,94.607,2.361
821.431,94.589,2.41
814.02,94.573,2.413
813.861,94.554,2.559
814.35,94.524,2.552
815.628,94.545,2.516
814.49,94.561,2.504
804.573,94.556,2.521
799.789,94.543,2.64
807.599,94.512,2.658
813.671,94.546,2.521
814.26,94.597,2.503
809.556,94.569,2.62
810.894,94.542,2.675
811.833,94.54,2.732
811.763,94.53,2.758
810.855,94.519,2.726
822.669,94.539,2.678
829.81,94.572,2.574
832.316,94.61,2.483
826.194,94.593,2.495
821.311,94.546,2.545
823.208,94.549,2.599
828.571,94.538,2.567
826.144,94.565,2.475
822.319,94.573,2.469
830.988,94.576,2.455
835.033,94.597,2.347
836.111,94.619,2.259
840.026,94.621,2.314
844.071,94.614,2.321
843.102,94.614,2.379
838.039,94.593,2.448
831.178,94.561,2.538
831.887,94.518,2.671
826.035,94.503,2.69
820.642,94.489,2.756
816.996,94.463,2.774
818.415,94.489,2.744
819.753,94.522,2.675
821.101,94.554,2.581
819.643,94.587,2.458
812.492,94.587,2.378
807.509,94.58,2.414
811.953,94.572,2.491
817.216,94.564,2.401
817.795,94.635,2.37
825.895,94.644,2.439
821.491,94.639,2.431
821.66,94.606,2.489
814.989,94.581,2.541
813.331,94.56,2.597
807,94.544,2.651
805.691,94.535,2.695
801.357,94.528,2.716
796.793,94.524,2.762
795.964,94.511,2.826
800.318,94.512,2.837
803.604,94.538,2.774
813.361,94.577,2.687
812.472,94.6,2.657
810.615,94.579,2.698
828.092,94.581,2.712
834.064,94.616,2.591
833.635,94.636,2.542
824.257,94.614,2.599
818.035,94.549,2.75
803.344,94.488,2.835
796.134,94.451,3.003
795.195,94.416,3.08
794.526,94.446,2.947
803.364,94.545,2.811
789.722,94.568,2.744
789.692,94.555,2.811
779.036,94.508,2.82
789.952,94.526,2.831
786.477,94.551,2.69
781.873,94.582,2.709
788.863,94.582,2.764
790.182,94.578,2.655
791.001,94.624,2.585
782.941,94.618,2.634
780.744,94.576,2.753
789.143,94.562,2.755
787.355,94.592,2.642
792.858,94.63,2.626
788.344,94.625,2.631
778.487,94.61,2.675
789.982,94.607,2.79
791.78,94.605,2.79
788.324,94.614,2.748
782.452,94.619,2.812
790.861,94.632,2.776
790.791,94.666,2.643
785.178,94.646,2.664
780.884,94.622,2.695
770.078,94.616,2.739
761.459,94.595,2.93
754.169,94.54,2.97
738.27,94.539,2.98
730.57,94.523,3.086
712.893,94.478,3.217
699.85,94.455,3.264
702.487,94.454,3.316
714.791,94.51,3.154
717.907,94.592,2.967
724.158,94.644,2.887
720.214,94.643,2.889
725.517,94.626,2.962
718.596,94.583,3.089
717.517,94.553,3.16
718.166,94.557,3.215
716.648,94.557,3.295
727.963,94.574,3.284
729.192,94.611,3.215
727.544,94.628,3.197
717.477,94.596,3.234
717.248,94.577,3.231
717.257,94.573,3.281
723.369,94.558,3.372
733.346,94.567,3.331
728.922,94.623,3.153
729.292,94.643,3.136
729.631,94.631,3.044
728.682,94.638,3.005
737.121,94.649,3.025
737.651,94.666,2.825
744.202,94.726,2.675
739.299,94.755,2.57
740.217,94.739,2.634
738.889,94.699,2.651
743.113,94.705,2.7
746.239,94.698,2.646
750.963,94.726,2.622
760.181,94.737,2.672
770.178,94.744,2.66
774.742,94.764,2.616
768.38,94.735,2.7
771.856,94.684,2.899
773.234,94.631,2.886
774.422,94.647,2.948
773.514,94.606,3.04
773.803,94.594,3.244
771.846,94.546,3.354
765.884,94.538,3.362
769.798,94.543,3.398
761.669,94.553,3.281
759.552,94.59,3.139
762.937,94.622,3.063
756.826,94.63,2.936
766.563,94.677,2.826
763.217,94.692,2.681
773.613,94.738,2.588
768.52,94.724,2.571
766.023,94.715,2.552
760.77,94.696,2.634
761.12,94.652,2.71
761.849,94.672,2.675
760.91,94.688,2.669
752.172,94.678,2.646
759.442,94.692,2.721
751.922,94.686,2.698
764.895,94.692,2.768
767.661,94.695,2.706
766.603,94.724,2.668
767.571,94.726,2.664
776.699,94.731,2.704
769.569,94.711,2.701
766.653,94.677,2.806
766.523,94.645,2.835
763.567,94.648,2.823
760.77,94.654,2.874
761.609,94.645,2.941
765.844,94.638,2.928
760.88,94.631,2.941
771.316,94.608,3.015
777.968,94.625,2.922
785.847,94.682,2.834
787.255,94.683,2.796
789.902,94.653,2.808
787.805,94.666,2.779
778.867,94.658,2.704
775.571,94.646,2.758
764.096,94.608,2.806
763.736,94.584,2.889
764.346,94.578,2.93
764.685,94.603,2.881
761.669,94.623,2.784
765.884,94.667,2.774
769.339,94.686,2.739
778.297,94.72,2.674
780.404,94.727,2.709
789.153,94.724,2.657
791.45,94.743,2.597
794.126,94.739,2.545
797.931,94.744,2.628
803.784,94.733,2.671
804.842,94.733,2.668
803.894,94.71,2.593
798.221,94.717,2.602
794.206,94.7,2.684
794.616,94.669,2.735
791.959,94.679,2.707
803.484,94.69,2.66
803.105,94.703,2.567
792.139,94.722,2.57
789.303,94.679,2.657
783.91,94.624,2.693
783.57,94.607,2.79
777.219,94.571,2.799
779.396,94.575,2.79
790.012,94.629,2.576
786.397,94.676,2.506
783.88,94.661,2.55
777.598,94.636,2.562
766.822,94.619,2.6
770.737,94.602,2.707
777.558,94.584,2.683
771.926,94.597,2.646
772.665,94.594,2.672
765.514,94.595,2.649
773.593,94.595,2.758
778.547,94.596,2.742
789.033,94.616,2.78
784.01,94.598,2.796
781.323,94.57,2.87
774.133,94.545,2.91
765.694,94.525,2.938
762.788,94.506,3.072
765.005,94.497,3.069
770.188,94.526,3.003
770.378,94.556,3.009
770.388,94.557,2.98
767.891,94.551,2.993
762.129,94.517,3.043
771.217,94.509,3.06
768.32,94.523,2.961
778.547,94.573,2.927
779.695,94.612,2.747
778.387,94.646,2.629
776.04,94.653,2.579
773.484,94.652,2.523
775.85,94.651,2.55
768.57,94.619,2.576
774.033,94.601,2.643
781.543,94.629,2.603
781.883,94.639,2.591
787.076,94.646,2.561
786.467,94.664,2.52
780.564,94.65,2.556
781.213,94.613,2.66
778.317,94.587,2.674
771.087,94.594,2.718
782.961,94.607,2.756
780.954,94.626,2.663
783.88,94.661,2.593
782.492,94.65,2.567
786.417,94.664,2.512
778.637,94.652,2.516
790.901,94.669,2.545
787.895,94.665,2.458
797.452,94.71,2.367
793.058,94.726,2.275
797.272,94.738,2.277
797.802,94.724,2.335
791.66,94.682,2.446
799.759,94.662,2.547
791.38,94.644,2.558
783.87,94.636,2.594
778.727,94.616,2.706
776.919,94.583,2.764
767.482,94.58,2.782
760.431,94.559,2.866
755.507,94.546,2.919
746.419,94.542,2.901
742.375,94.562,2.843
738.689,94.573,2.797
739.298,94.593,2.712
731.878,94.61,2.652
731.229,94.636,2.643
725.357,94.62,2.634
715.829,94.588,2.677
702.687,94.536,2.886
699.91,94.472,3.057
699.76,94.428,3.179
696.505,94.442,3.151
702.227,94.472,3.264
699.85,94.436,3.35
703.246,94.445,3.429
699.061,94.433,3.492
707.78,94.438,3.586
708.689,94.411,3.611
705.273,94.425,3.569
705.473,94.459,3.556
699.181,94.457,3.54
698.792,94.456,3.614
696.115,94.406,3.643
699.651,94.457,3.537
703.046,94.546,3.319
710.686,94.626,3.098
707.231,94.681,2.932
708.12,94.708,2.794
710.137,94.698,2.79
714.771,94.701,2.78
718.426,94.715,2.715
725.157,94.731,2.661
728.533,94.74,2.648
721.672,94.732,2.649
720.913,94.702,2.684
717.897,94.696,2.681
727.814,94.699,2.622
721.861,94.709,2.579
715.66,94.687,2.605
721.831,94.682,2.664
721.132,94.664,2.689
719.794,94.65,2.797
715.17,94.615,2.834
716.908,94.609,2.913
717.847,94.594,2.994
717.377,94.576,3.075
718.616,94.566,3.139
731.069,94.584,3.162
733.806,94.609,3.101
735.803,94.644,3.04
729.671,94.63,3.063
737.241,94.595,3.194
732.507,94.559,3.134
730.37,94.586,3.141
727.494,94.58,3.194
730.19,94.56,3.234
735.074,94.594,3.156
731.918,94.607,3.156
732.448,94.589,3.185
731.439,94.578,3.246
736.272,94.578,3.224
739.648,94.607,3.15
731.908,94.617,3.11
728.762,94.625,3.125
738.569,94.635,3.049
739.338,94.679,2.922
730.22,94.669,2.91
734.595,94.63,3.037
732.737,94.618,2.951
735.414,94.643,3.012
743.333,94.626,3.055
741.895,94.628,3.038
739.678,94.622,3.098
730.57,94.583,3.205
728.872,94.546,3.318
736.093,94.546,3.279
734.195,94.596,3.11
723.24,94.624,3.047
726.266,94.607,3.072
735.523,94.614,2.98
737.241,94.671,2.835
739.638,94.685,2.906
733.476,94.629,2.924
738.669,94.62,3.005
746.439,94.631,2.991
749.505,94.655,2.941
742.145,94.644,2.933
733.516,94.598,3.038
744.631,94.586,3.054
744.542,94.595,2.971
748.786,94.628,2.91
747.408,94.64,2.872
737.591,94.622,2.878
742.784,94.607,3.005
743.623,94.573,3.081
754.558,94.603,3.054
761.18,94.63,3.008
755.347,94.63,2.964
766.343,94.646,2.895
762.009,94.652,2.826
764.685,94.638,2.851
757.664,94.628,2.822
753.999,94.631,2.875
748.227,94.583,2.964
746.679,94.557,3.051
755.397,94.568,3.089
762.927,94.597,3.038
758.603,94.619,2.941
758.743,94.616,3.005
751.642,94.591,3.02
763.706,94.608,3.066
757.095,94.595,2.982
760.031,94.597,3.043
763.886,94.59,3.011
761.749,94.615,2.922
770.607,94.624,2.924
765.784,94.617,2.893
764.016,94.615,2.947
757.585,94.571,3.041
762.588,94.558,3.131
760.571,94.544,3.147
752.501,94.539,3.121
747.328,94.558,3.121
738.769,94.541,3.125
743.024,94.525,3.238
738.05,94.507,3.238
745.311,94.586,3.115
742.554,94.609,3.098
750.024,94.577,3.153
746.779,94.58,3.09
741.665,94.575,3.104
738.709,94.545,3.209
745.361,94.538,3.176
742.384,94.572,3.15
734.854,94.554,3.18
747.178,94.539,3.205
744.901,94.568,3.11
749.565,94.61,3.101
748.986,94.595,3.134
756.366,94.6,3.142
767.871,94.616,3.098
775.041,94.635,3.023
778.697,94.65,3.022
780.934,94.63,3.078
785.038,94.597,3.163
797.742,94.608,3.014
792.978,94.646,2.892
805.192,94.675,2.78
804.603,94.711,2.616
814.999,94.754,2.48
821.011,94.774,2.361
815.998,94.776,2.35
816.277,94.742,2.43
817.745,94.716,2.483
824.966,94.693,2.452
819.943,94.695,2.413
827.483,94.704,2.381
822.359,94.719,2.274
825.176,94.721,2.236
822.499,94.682,2.309
820.282,94.648,2.356
828.761,94.641,2.413
834.523,94.681,2.28
848.705,94.739,2.098
844.77,94.768,1.859
851.162,94.787,1.802
851.002,94.773,1.804
846.897,94.727,1.94
855.236,94.676,2.109
852.28,94.637,2.115
852.15,94.642,2.234
846.518,94.612,2.417
843.472,94.569,2.565
852.07,94.534,2.669
846.398,94.523,2.69
842.054,94.519,2.739
848.805,94.509,2.773
846.757,94.517,2.748
851.541,94.547,2.709
850.722,94.579,2.635
841.844,94.567,2.593
849.504,94.578,2.597
848.465,94.583,2.552
842.163,94.591,2.468
832.616,94.566,2.449
841.944,94.565,2.425
834.334,94.612,2.248
831.727,94.628,2.288
827.593,94.6,2.307
838.139,94.641,2.234
833.605,94.649,2.236
837.41,94.642,2.219
840.785,94.652,2.146
855.256,94.678,2.095
847.906,94.674,2.034
848.845,94.654,2.086
843.322,94.596,2.179
845.159,94.542,2.408
848.865,94.499,2.483
850.273,94.51,2.465
851.381,94.503,2.516
848.415,94.509,2.507
852.04,94.493,2.602
846.558,94.476,2.588
849.823,94.52,2.513
846.727,94.555,2.481
842.393,94.555,2.504
838.668,94.52,2.57
835.822,94.522,2.549
824.287,94.508,2.584
834.164,94.499,2.645
833.675,94.517,2.561
838.938,94.55,2.5
841.824,94.56,2.501
843.651,94.565,2.474
850.502,94.594,2.382
841.384,94.605,2.333
849.124,94.584,2.39
847.716,94.573,2.404
842.083,94.567,2.428
836.301,94.547,2.483
833.025,94.523,2.547
832.167,94.497,2.568
835.662,94.506,2.602
830.569,94.499,2.584
824.277,94.507,2.639
814.01,94.472,2.689
826.724,94.497,2.675
828.791,94.536,2.562
839.167,94.587,2.484
834.773,94.597,2.376
846.018,94.599,2.446
841.045,94.569,2.445
843.651,94.572,2.497
835.442,94.539,2.576
837.38,94.51,2.689
837.809,94.503,2.707
844.53,94.528,2.623
845.569,94.572,2.549
842.453,94.569,2.52
854.317,94.57,2.526
843.591,94.564,2.478
853.608,94.562,2.523
849.753,94.565,2.452
851.341,94.59,2.468
841.964,94.564,2.463
853.948,94.563,2.462
853.489,94.587,2.336
862.417,94.61,2.318
864.564,94.605,2.202
872.653,94.645,2.19
868.998,94.618,2.166
866.312,94.6,2.228
858.971,94.556,2.286
848.775,94.524,2.401
846.328,94.491,2.487
842.673,94.499,2.446
835.262,94.51,2.463
842.253,94.509,2.471
836.641,94.536,2.388
846.707,94.521,2.445
837.48,94.529,2.372
835.262,94.524,2.437
829.969,94.509,2.445
824.357,94.501,2.451
828.411,94.502,2.507
825.016,94.491,2.527
831.387,94.513,2.526
823.907,94.526,2.462
816.307,94.499,2.567
814,94.462,2.664
815.219,94.442,2.724
811.284,94.462,2.739
811.254,94.473,2.715
811.074,94.476,2.686
814.27,94.502,2.666
806.101,94.498,2.681
800.209,94.481,2.716
795.904,94.469,2.729
797.282,94.496,2.722
788.953,94.498,2.704
794.326,94.512,2.721
785.448,94.528,2.626
777.369,94.53,2.693
778.018,94.493,2.779
786.137,94.505,2.693
780.894,94.575,2.578
774.682,94.556,2.681
770.538,94.493,2.835
770.997,94.471,2.831
769.769,94.507,2.788
770.837,94.503,2.861
775.521,94.502,2.826
770.148,94.53,2.803
761.06,94.505,2.835
757.265,94.485,2.935
747.258,94.438,3.002
743.263,94.43,3.064
742.365,94.42,3.081
742.534,94.447,3.043
736.163,94.454,3.044
738.619,94.445,3.09
734.645,94.462,3.026
736.832,94.475,3.049
732.178,94.467,3.044
729.132,94.471,3.054
728.842,94.46,3.078
726.306,94.464,3.002
718.925,94.493,2.903
713.502,94.49,2.98
702.836,94.445,3.026
706.991,94.433,3.118
697.034,94.398,3.179
695.226,94.407,3.27
695.766,94.399,3.34
697.723,94.409,3.363
693.309,94.429,3.354
693.059,94.425,3.424
684.74,94.403,3.438
683.612,94.396,3.524
675.442,94.364,3.495
681.385,94.369,3.583
686.528,94.371,3.53
694.497,94.422,3.492
691.122,94.42,3.514
685.13,94.373,3.539
690.892,94.364,3.595
687.447,94.342,3.586
678.059,94.313,3.682
674.763,94.251,3.762
677.23,94.249,3.762
666.274,94.307,3.669
665.036,94.378,3.597
655.129,94.404,3.501
652.363,94.441,3.488
647.809,94.42,3.432
647.289,94.45,3.377
639.19,94.44,3.331
648.448,94.477,3.27
645.452,94.522,3.162
654.34,94.555,3.163
649.666,94.544,3.113
658.654,94.539,3.17
655.099,94.536,3.162
653.302,94.528,3.224
646.65,94.518,3.299
642.895,94.48,3.36
639.48,94.463,3.427
633.258,94.442,3.444
633.158,94.447,3.478
626.247,94.432,3.549
633.877,94.431,3.627
626.267,94.444,3.598
626.966,94.45,3.63
618.897,94.422,3.626
626.587,94.443,3.662
633.627,94.478,3.562
634.866,94.506,3.566
634.017,94.473,3.607
627.196,94.435,3.62
634.147,94.445,3.618
636.274,94.462,3.6
626.716,94.455,3.633
617.668,94.402,3.704
620.325,94.423,3.65
630.931,94.515,3.499
626.856,94.522,3.516
620.155,94.459,3.528
621.443,94.455,3.501
615.531,94.471,3.437
620.085,94.477,3.517
627.126,94.494,3.543
635.665,94.49,3.618
642.416,94.487,3.653
643.345,94.478,3.647
641.976,94.496,3.652
636.384,94.449,3.812
629.653,94.386,3.916
636.723,94.382,3.958
644.273,94.435,3.846
654.919,94.466,3.649
660.442,94.524,3.531
666.964,94.586,3.357
681.834,94.62,3.278
689.114,94.616,3.252
695.536,94.624,3.183
702.167,94.655,3.112
707.77,94.682,2.993
704.065,94.688,2.971
710.367,94.711,2.826
721.971,94.768,2.652
721.572,94.813,2.558
725.277,94.804,2.628
718.046,94.747,2.704
716.069,94.705,2.857
709.218,94.617,3.058
717.647,94.58,3.2
715.749,94.556,3.237
724.458,94.563,3.304
724.728,94.538,3.417
733.456,94.524,3.412
736.372,94.544,3.286
741.076,94.576,3.208
738.02,94.534,3.237
731.729,94.488,3.279
728.393,94.455,3.33
720.054,94.428,3.354
728.762,94.46,3.224
724.009,94.527,3.04
732.617,94.567,2.973
728.593,94.564,2.961
733.346,94.581,2.919
724.538,94.552,2.945
721.492,94.522,3.018
717.397,94.494,3.067
725.137,94.512,3.102
724.678,94.527,3.107
720.863,94.5,3.139
716.379,94.495,3.147
716.159,94.477,3.289
722.83,94.505,3.366
720.373,94.508,3.344
720.234,94.507,3.348
714.691,94.486,3.304
719.714,94.508,3.366
715.939,94.481,3.348
723.659,94.488,3.418
717.907,94.465,3.412
715.55,94.459,3.456
717.717,94.437,3.516
718.656,94.465,3.459
724.408,94.512,3.356
717.807,94.555,3.24
710.167,94.548,3.232
717.427,94.554,3.217
725.686,94.598,3.11
722.81,94.631,2.964
719.744,94.642,2.91
716.499,94.638,2.872
704.674,94.621,2.861
706.442,94.604,2.881
704.814,94.607,2.886
699.051,94.61,2.858
689.804,94.599,2.907
690.323,94.581,2.957
701.618,94.594,3.002
696.465,94.591,3.044
701.139,94.536,3.176
701.239,94.5,3.229
707.51,94.536,3.253
705.173,94.548,3.261
711.076,94.539,3.301
707.78,94.534,3.331
704.285,94.508,3.362
713.652,94.491,3.435
709.068,94.488,3.426
708.539,94.491,3.443
709.088,94.522,3.379
701.968,94.542,3.311
704.624,94.542,3.266
701.089,94.554,3.173
