d1_1,d1_2,d1_3
783.311,94.539,2.588
777.638,94.506,2.701
768.33,94.489,2.77
765.245,94.464,2.874
756.995,94.451,2.919
748.656,94.439,2.935
736.352,94.411,3.006
731.039,94.385,3.109
730.051,94.414,3.16
720.363,94.421,3.188
715.34,94.431,3.17
706.052,94.426,3.174
702.996,94.41,3.182
688.935,94.361,3.296
687.886,94.337,3.449
681.584,94.34,3.495
683.182,94.375,3.493
683.272,94.424,3.379
676.182,94.452,3.325
678.788,94.457,3.311
680.546,94.445,3.372
680.196,94.457,3.353
687.886,94.495,3.313
684.131,94.475,3.328
680.686,94.472,3.318
679.996,94.442,3.424
675.043,94.432,3.475
677.38,94.444,3.473
672.926,94.438,3.499
683.841,94.484,3.449
688.395,94.492,3.487
686.218,94.513,3.429
691.322,94.514,3.403
692.48,94.503,3.437
696.055,94.507,3.441
695.926,94.52,3.437
696.535,94.509,3.426
702.217,94.496,3.453
712.264,94.513,3.463
724.168,94.576,3.333
723.389,94.606,3.165
722.331,94.595,3.109
720.823,94.589,2.994
717.867,94.569,2.965
722.021,94.586,2.95
720.543,94.604,2.851
729.272,94.584,2.925
724.348,94.563,2.988
735.623,94.572,2.968
737.721,94.559,3.008
739.268,94.566,2.944
743.493,94.558,2.913
740.567,94.55,2.901
751.832,94.569,2.941
753.849,94.565,2.973
749.715,94.563,3.018
755.977,94.546,2.996
752.192,94.5,3.089
766.782,94.526,3.083
775.87,94.555,3.069
776.969,94.599,2.941
772.405,94.577,2.887
773.284,94.557,2.874
766.613,94.501,3.105
778.267,94.497,3.134
775.761,94.484,3.186
775.601,94.516,3.107
772.026,94.515,3.058
779.995,94.533,3.023
774.602,94.533,3.003
771.856,94.545,2.896
771.297,94.571,2.811
776.999,94.575,2.787
771.456,94.553,2.765
773.843,94.532,2.776
777.828,94.512,2.884
791.34,94.545,2.872
788.963,94.599,2.739
788.214,94.63,2.619
786.826,94.605,2.614
781.473,94.551,2.68
795.385,94.534,2.823
796.603,94.556,2.829
804.932,94.588,2.719
797.033,94.564,2.68
789.762,94.539,2.692
788.434,94.505,2.762
800.119,94.475,2.935
802.336,94.488,2.953
813.96,94.553,2.814
811.933,94.594,2.721
812.203,94.626,2.538
809.806,94.616,2.497
813.621,94.604,2.475
811.344,94.575,2.494
806.82,94.539,2.503
814.18,94.458,2.722
812.123,94.445,2.822
822.2,94.479,2.831
820.572,94.509,2.797
817.765,94.535,2.715
810.036,94.547,2.607
817.795,94.554,2.597
812.013,94.552,2.649
823.548,94.595,2.536
830.519,94.615,2.46
825.865,94.655,2.304
828.391,94.672,2.193
839.916,94.664,2.181
834.993,94.652,2.169
835.862,94.639,2.181
835.722,94.631,2.246
836.271,94.626,2.286
840.835,94.667,2.256
837.569,94.707,2.153
836.741,94.701,2.137
840.505,94.701,2.12
835.642,94.688,2.149
841.205,94.668,2.196
837,94.669,2.153
829.44,94.634,2.138
832.985,94.582,2.274
836.351,94.555,2.39
827.283,94.527,2.431
817.086,94.476,2.549
828.172,94.451,2.706
824.167,94.479,2.82
822.409,94.531,2.661
819.983,94.527,2.642
820.781,94.541,2.587
821.021,94.563,2.504
828.831,94.578,2.48
832.486,94.569,2.5
833.455,94.584,2.449
836.061,94.577,2.454
835.153,94.564,2.483
836.331,94.556,2.527
841.644,94.556,2.605
844.87,94.592,2.539
836.601,94.6,2.449
833.665,94.572,2.465
833.814,94.543,2.527
830.149,94.532,2.596
840.006,94.558,2.599
832.206,94.591,2.52
830.669,94.626,2.399
829.88,94.626,2.362
830.808,94.638,2.339
832.526,94.69,2.179
831.667,94.715,2.056
829.31,94.711,1.943
834.364,94.668,1.992
832.636,94.627,2.138
842.143,94.606,2.234
833.814,94.586,2.32
839.826,94.588,2.361
845.349,94.588,2.44
841.065,94.602,2.433
842.363,94.609,2.368
835.582,94.595,2.394
839.866,94.597,2.394
853.448,94.592,2.46
855.296,94.636,2.312
848.685,94.652,2.216
835.462,94.614,2.166
827.972,94.56,2.272
819.893,94.525,2.408
823.268,94.489,2.527
835.742,94.525,2.573
841.274,94.643,2.373
844.56,94.668,2.245
839.387,94.676,2.146
837.26,94.672,2.127
838.738,94.647,2.181
841.215,94.596,2.323
838.528,94.537,2.506
840.066,94.509,2.632
839.427,94.503,2.722
846.008,94.536,2.716
841.424,94.583,2.62
837.16,94.625,2.446
834.493,94.628,2.372
826.903,94.609,2.387
830.748,94.613,2.422
831.158,94.618,2.439
827.083,94.644,2.39
836.031,94.665,2.349
832.975,94.633,2.385
829.72,94.656,2.33
828.242,94.673,2.217
827.453,94.629,2.303
834.973,94.638,2.382
835.392,94.652,2.404
836.85,94.686,2.281
833.295,94.676,2.272
841.294,94.685,2.266
835.892,94.682,2.236
840.016,94.688,2.256
835.622,94.694,2.228
835.991,94.693,2.196
831.068,94.673,2.23
822.499,94.644,2.263
819.903,94.627,2.292
815.528,94.627,2.333
812.712,94.639,2.309
818.415,94.659,2.327
819.943,94.689,2.303
820.142,94.689,2.245
818.095,94.666,2.295
813.491,94.647,2.378
825.066,94.661,2.423
817.016,94.646,2.463
808.378,94.609,2.503
804.593,94.566,2.643
809.796,94.539,2.782
816.497,94.577,2.855
814.55,94.652,2.687
809.696,94.651,2.564
809.976,94.615,2.616
807.299,94.602,2.671
807.099,94.585,2.735
799.17,94.589,2.715
807.389,94.604,2.666
814.4,94.603,2.709
810.125,94.635,2.658
806.081,94.65,2.605
796.014,94.622,2.635
788.953,94.567,2.755
780.275,94.527,2.864
789.862,94.53,3.005
784.839,94.571,3.032
781.373,94.601,2.907
778.687,94.576,2.95
775.012,94.575,3.002
782.322,94.602,2.947
776.959,94.615,2.89
778.467,94.633,2.835
778.327,94.641,2.796
778.477,94.624,2.857
770.058,94.618,2.877
776.809,94.625,2.918
772.525,94.608,3.018
782.522,94.659,2.944
782.062,94.689,2.867
777.398,94.718,2.75
779.825,94.726,2.704
772.275,94.705,2.716
783.181,94.688,2.744
786.197,94.671,2.823
782.292,94.715,2.671
792.559,94.7,2.695
797.672,94.705,2.747
793.378,94.718,2.692
796.024,94.709,2.671
793.018,94.689,2.733
794.786,94.709,2.71
785.398,94.702,2.71
782.502,94.697,2.703
778.008,94.677,2.747
782.572,94.696,2.758
778.237,94.697,2.722
787.675,94.709,2.764
794.776,94.725,2.784
792.978,94.73,2.751
794.146,94.727,2.712
795.275,94.725,2.736
807.529,94.767,2.686
804.143,94.776,2.626
801.477,94.785,2.518
796.493,94.747,2.539
798.451,94.714,2.664
795.645,94.693,2.776
801.986,94.717,2.716
808.657,94.702,2.808
805.781,94.73,2.73
812.482,94.742,2.643
811.663,94.719,2.692
820.652,94.74,2.697
821.82,94.745,2.677
828.262,94.75,2.588
825.316,94.755,2.549
821.95,94.762,2.471
813.501,94.72,2.529
820.851,94.729,2.524
829.35,94.729,2.596
819.363,94.756,2.471
807.948,94.715,2.498
816.966,94.694,2.607
820.711,94.692,2.645
822.05,94.726,2.564
825.785,94.748,2.503
820.821,94.749,2.448
827.243,94.758,2.408
829.1,94.733,2.439
821.131,94.734,2.416
822.839,94.719,2.483
816.337,94.699,2.509
815.518,94.668,2.567
809.526,94.667,2.617
803.524,94.665,2.643
803.085,94.654,2.642
808.907,94.664,2.695
810.155,94.686,2.628
807.379,94.712,2.549
805.302,94.716,2.509
805.252,94.716,2.527
799.519,94.735,2.468
795.734,94.745,2.407
795.015,94.733,2.402
807.469,94.757,2.408
803.684,94.785,2.315
803.584,94.799,2.219
805.861,94.797,2.233
806.43,94.811,2.266
805.591,94.802,2.266
794.846,94.762,2.329
795.435,94.739,2.397
792.159,94.72,2.521
791.959,94.721,2.573
793.427,94.737,2.559
785.328,94.744,2.533
784.449,94.739,2.515
776.59,94.694,2.611
788.724,94.692,2.68
792.558,94.715,2.727
801.377,94.757,2.683
797.872,94.752,2.608
796.124,94.732,2.658
794.366,94.693,2.703
792.069,94.674,2.75
798.561,94.672,2.808
794.556,94.673,2.809
801.826,94.678,2.812
798.411,94.666,2.837
793.997,94.669,2.791
798.341,94.661,2.838
792.599,94.643,2.851
802.026,94.688,2.774
800.828,94.725,2.678
798.89,94.752,2.538
798.86,94.762,2.437
799.18,94.75,2.48
801.257,94.756,2.524
793.777,94.74,2.529
791.73,94.724,2.539
792.049,94.703,2.602
796.713,94.699,2.652
807.938,94.723,2.686
797.902,94.748,2.611
806.87,94.732,2.646
806.271,94.721,2.62
806.98,94.753,2.5
804.683,94.746,2.463
807.409,94.739,2.446
803.065,94.733,2.489
803.354,94.731,2.478
804.133,94.711,2.574
806.181,94.728,2.565
800.987,94.748,2.475
800.748,94.74,2.445
805.771,94.735,2.527
807.069,94.768,2.469
805.192,94.776,2.393
796.473,94.744,2.416
804.573,94.741,2.506
803.195,94.735,2.518
807.409,94.749,2.477
808.218,94.779,2.405
807.05,94.795,2.326
807.719,94.78,2.295
810.575,94.788,2.285
817.616,94.797,2.256
820.432,94.798,2.225
815.309,94.792,2.275
817.266,94.771,2.329
807.729,94.718,2.472
810.505,94.687,2.574
813.901,94.651,2.695
815.638,94.659,2.713
815.059,94.658,2.727
814.769,94.65,2.733
814.6,94.639,2.765
813.351,94.626,2.78
816.757,94.606,2.841
810.106,94.611,2.817
817.356,94.604,2.819
817.995,94.597,2.846
824.666,94.618,2.805
823.138,94.634,2.765
822.739,94.685,2.628
822.679,94.708,2.635
822.15,94.735,2.631
818.634,94.731,2.574
825.315,94.758,2.475
831.437,94.792,2.333
824.846,94.788,2.266
821.82,94.764,2.292
816.847,94.714,2.446
826.804,94.712,2.619
826.085,94.741,2.597
821.84,94.757,2.39
831.397,94.766,2.375
829.87,94.774,2.323
828.242,94.782,2.251
829.18,94.755,2.256
831.877,94.767,2.228
831.198,94.782,2.118
837.799,94.775,2.138
833.275,94.773,2.129
833.804,94.764,2.166
826.254,94.738,2.216
828.931,94.72,2.288
829.999,94.705,2.298
838.029,94.7,2.352
828.881,94.713,2.254
827.363,94.692,2.306
829.87,94.659,2.411
841.824,94.686,2.42
842.233,94.722,2.317
846.048,94.745,2.248
845.739,94.747,2.195
845.229,94.733,2.231
840.366,94.718,2.225
842.723,94.7,2.327
842.133,94.672,2.443
849.813,94.679,2.477
847.267,94.701,2.434
843.212,94.698,2.41
842.613,94.69,2.405
841.085,94.678,2.434
835.862,94.688,2.402
836.671,94.689,2.417
832.336,94.696,2.372
838.878,94.719,2.324
845.739,94.766,2.254
847.486,94.771,2.243
842.683,94.768,2.188
844.051,94.747,2.208
834.813,94.734,2.231
832.196,94.725,2.3
841.494,94.721,2.368
840.226,94.747,2.292
850.422,94.765,2.251
842.833,94.745,2.249
851.651,94.764,2.199
843.312,94.752,2.202
841.434,94.737,2.26
832.876,94.725,2.249
831.178,94.697,2.323
833.555,94.672,2.408
844.59,94.701,2.428
840.536,94.717,2.408
838.019,94.727,2.315
837.39,94.726,2.336
842.014,94.726,2.352
847.516,94.742,2.309
843.851,94.746,2.263
843.362,94.739,2.259
852.929,94.737,2.333
848.525,94.758,2.256
848.635,94.757,2.23
845.779,94.729,2.288
843.721,94.721,2.301
846.308,94.704,2.364
842.193,94.716,2.336
844.35,94.729,2.327
843.911,94.747,2.245
837.829,94.746,2.196
848.235,94.736,2.269
851.881,94.764,2.251
848.695,94.796,2.137
844.44,94.775,2.121
855.006,94.757,2.222
854.427,94.772,2.158
858.102,94.787,2.118
844.81,94.76,2.118
849.793,94.739,2.227
846.038,94.722,2.294
842.063,94.73,2.283
842.273,94.713,2.288
842.802,94.728,2.317
844.77,94.787,2.135
842.862,94.81,2.031
841.904,94.812,1.949
850.972,94.83,1.929
850.173,94.833,1.871
850.113,94.824,1.818
846.068,94.787,1.911
847.027,94.776,2.016
841.255,94.769,2.034
833.335,94.739,2.117
839.067,94.73,2.179
851.97,94.726,2.246
847.047,94.779,2.108
856.824,94.794,2.082
854.547,94.792,2.039
856.734,94.789,2.059
851.651,94.778,2.057
860.759,94.761,2.089
858.382,94.755,2.133
859.65,94.769,2.045
850.462,94.77,1.964
859.92,94.777,1.961
858.063,94.793,1.92
868.339,94.834,1.805
864.464,94.85,1.741
861.758,94.831,1.795
866.641,94.82,1.789
874.491,94.814,1.862
878.376,94.843,1.766
876.099,94.851,1.706
873.392,94.833,1.705
867.46,94.796,1.787
865.682,94.783,1.841
863.855,94.767,1.873
854.108,94.754,1.929
851.631,94.739,1.929
856.704,94.711,2.158
868.139,94.775,2.085
866.431,94.846,1.856
867.33,94.826,1.816
866.701,94.805,1.837
868.389,94.808,1.807
864.005,94.791,1.805
864.534,94.771,1.886
865.243,94.772,1.86
865.263,94.793,1.828
862.097,94.784,1.802
866.831,94.784,1.755
871.335,94.784,1.825
883.859,94.821,1.775
889.192,94.846,1.668
900.067,94.864,1.584
896.582,94.863,1.497
903.203,94.854,1.445
909.155,94.859,1.43
922.198,94.907,1.38
937.208,94.958,1.267
942.901,94.977,1.148
945.847,94.952,1.108
955.804,94.922,1.294
943.48,94.918,1.25
926.503,94.898,1.268
923.367,94.858,1.401
932.085,94.852,1.5
933.124,94.91,1.326
931.686,94.933,1.19
930.567,94.937,1.064
919.921,94.922,1.02
918.393,94.872,1.19
919.422,94.855,1.287
919.911,94.867,1.252
920.251,94.892,1.178
919.032,94.897,1.148
907.567,94.9,1.047
888.483,94.842,1.117
874.201,94.741,1.438
867.8,94.684,1.705
869.477,94.703,1.787
873.502,94.782,1.741
884.667,94.859,1.543
885.516,94.89,1.366
883.589,94.871,1.328
872.164,94.831,1.34
868.948,94.774,1.483
859.95,94.742,1.639
858.871,94.742,1.696
857.214,94.753,1.75
848.845,94.753,1.764
847.506,94.767,1.754
847.486,94.767,1.714
844.001,94.774,1.728
827.163,94.757,1.775
812.123,94.718,1.888
809.386,94.687,2.112
810.785,94.715,2.089
812.352,94.779,1.956
811.264,94.805,1.876
811.604,94.823,1.789
811.374,94.838,1.673
812.093,94.834,1.671
811.214,94.837,1.625
811.114,94.833,1.638
812.203,94.82,1.686
811.693,94.819,1.731
809.956,94.802,1.822
799.26,94.767,1.874
797.063,94.733,2.01
798.93,94.709,2.178
800.049,94.728,2.265
799.03,94.738,2.246
798.531,94.737,2.303
799.999,94.759,2.274
800.129,94.774,2.249
799.19,94.769,2.265
800.318,94.769,2.283
811.174,94.784,2.283
815.029,94.79,2.251
811.823,94.79,2.195
810.695,94.753,2.285
818.654,94.743,2.405
825.965,94.757,2.397
827.023,94.788,2.294
835.642,94.815,2.211
838.498,94.83,2.117
836.331,94.823,1.97
835.292,94.797,1.94
835.103,94.777,1.989
835.322,94.773,2.056
836.591,94.768,2.137
836.331,94.757,2.13
835.572,94.761,2.132
835.762,94.763,2.083
835.492,94.751,2.085
842.583,94.753,2.106
849.124,94.788,2.039
848.605,94.807,1.909
840.795,94.78,1.943
846.408,94.759,2.031
848.305,94.75,2.085
848.885,94.755,2.091
860.07,94.759,2.12
866.621,94.791,2.048
864.534,94.792,1.97
862.187,94.753,2.056
860.609,94.71,2.202
859.031,94.698,2.249
857.663,94.687,2.344
854.048,94.694,2.317
849.494,94.682,2.329
848.685,94.674,2.332
848.036,94.668,2.397
849.414,94.708,2.297
840.536,94.702,2.277
838.538,94.686,2.314
829.23,94.66,2.373
828.631,94.641,2.422
833.465,94.631,2.506
834.463,94.664,2.433
835.762,94.692,2.35
835.951,94.697,2.326
844.201,94.73,2.248
844.59,94.747,2.187
852.21,94.762,2.071
851.032,94.74,2.045
856.445,94.73,2.143
862.247,94.742,2.121
859.141,94.742,2.108
861.668,94.724,2.13
858.742,94.711,2.153
860.389,94.714,2.13
861.178,94.704,2.185
869.987,94.707,2.219
868.808,94.706,2.205
861.748,94.692,2.205
860.999,94.674,2.304
868.189,94.683,2.307
862.497,94.699,2.309
869.168,94.7,2.271
873.722,94.703,2.227
870.536,94.698,2.191
867.91,94.701,2.124
867.41,94.676,2.176
881.442,94.69,2.19
878.536,94.722,2.06
895.264,94.729,2.045
892.717,94.727,2.043
894.814,94.74,1.978
894.764,94.73,1.979
894.165,94.723,2.008
893.556,94.71,2.053
906.229,94.703,2.066
900.647,94.694,2.077
910.513,94.689,2.08
909.515,94.688,2.059
911.602,94.689,2.008
919.532,94.702,2.004
919.592,94.708,1.937
913.959,94.692,1.92
923.407,94.69,1.931
918.893,94.69,1.912
918.503,94.679,1.949
918.373,94.66,1.978
916.616,94.648,2.008
914.798,94.634,2.095
916.026,94.605,2.166
913.19,94.586,2.228
913.979,94.569,2.236
916.506,94.583,2.24
911.492,94.596,2.188
912.481,94.612,2.12
914.319,94.599,2.15
915.417,94.596,2.173
908.346,94.535,2.301
907.827,94.543,2.318
899.947,94.561,2.24
894.734,94.574,2.172
902.464,94.59,2.219
908.346,94.608,2.158
900.756,94.634,2.095
896.152,94.63,2.059
896.003,94.619,2.068
893.356,94.626,2.063
899.648,94.625,2.062
895.194,94.644,2.018
888.333,94.646,1.985
881.861,94.62,2.068
879.215,94.58,2.242
884.867,94.572,2.347
883.289,94.603,2.358
879.694,94.598,2.381
879.984,94.582,2.362
881.232,94.574,2.387
875.15,94.578,2.314
883.269,94.59,2.272
885.736,94.587,2.283
878.076,94.601,2.233
872.044,94.603,2.257
861.488,94.546,2.326
859.7,94.497,2.5
861.847,94.522,2.501
866.132,94.564,2.405
873.153,94.587,2.277
873.602,94.617,2.166
873.842,94.631,2.115
865.563,94.608,2.089
861.298,94.58,2.135
862.317,94.57,2.19
863.196,94.575,2.265
856.604,94.596,2.246
848.685,94.592,2.233
844.171,94.583,2.257
839.287,94.562,2.35
839.796,94.556,2.358
831.098,94.546,2.368
827.213,94.564,2.358
828.801,94.557,2.417
821.55,94.548,2.468
820.732,94.55,2.491
824.467,94.523,2.584
834.284,94.566,2.567
824.207,94.594,2.451
821.95,94.557,2.512
832.406,94.543,2.607
831.997,94.568,2.599
831.687,94.59,2.451
823.857,94.575,2.411
832.117,94.559,2.487
831.228,94.569,2.455
830.688,94.6,2.425
824.307,94.595,2.37
812.602,94.557,2.407
810.875,94.517,2.472
824.646,94.518,2.564
823.128,94.59,2.477
821.94,94.636,2.292
819.413,94.623,2.228
812.992,94.584,2.326
816.138,94.575,2.338
819.863,94.541,2.463
820.492,94.592,2.373
819.933,94.644,2.263
810.735,94.601,2.339
813.781,94.561,2.434
814.23,94.545,2.53
807.839,94.532,2.596
812.702,94.537,2.628
811.474,94.558,2.634
803.095,94.58,2.578
814.889,94.595,2.564
821.211,94.613,2.507
815.419,94.644,2.365
810.405,94.636,2.312
806.54,94.606,2.341
804.473,94.579,2.394
795.784,94.564,2.455
794.786,94.549,2.48
792.429,94.553,2.539
794.156,94.585,2.492
794.656,94.602,2.446
796.643,94.615,2.353
799.649,94.62,2.321
792.039,94.628,2.294
800.938,94.616,2.361
799.04,94.625,2.387
799.34,94.634,2.373
798.81,94.619,2.436
797.262,94.609,2.463
793.018,94.606,2.465
795.255,94.582,2.552
798.76,94.585,2.526
795.874,94.576,2.599
799.699,94.578,2.553
791.969,94.559,2.565
798.86,94.575,2.568
793.278,94.566,2.602
795.475,94.575,2.587
784.299,94.563,2.619
782.941,94.554,2.677
784.319,94.543,2.703
786.207,94.558,2.664
786.546,94.57,2.6
790.421,94.583,2.565
797.812,94.593,2.603
808.518,94.635,2.507
798.93,94.633,2.426
791.45,94.586,2.5
797.222,94.569,2.582
802.555,94.573,2.568
802.356,94.624,2.431
799.34,94.615,2.451
803.724,94.617,2.42
805.312,94.62,2.442
810.225,94.633,2.382
816.277,94.666,2.304
811.494,94.656,2.285
818.435,94.642,2.318
812.412,94.613,2.385
820.642,94.608,2.439
813.98,94.582,2.501
815.428,94.594,2.487
807.269,94.574,2.513
812.083,94.581,2.503
814.01,94.571,2.506
806.97,94.57,2.487
815.738,94.553,2.608
814.12,94.568,2.564
810.026,94.559,2.626
813.321,94.556,2.626
813.012,94.568,2.605
806.131,94.558,2.62
798.251,94.531,2.68
801.337,94.501,2.782
796.483,94.522,2.739
794.167,94.534,2.677
798.78,94.52,2.753
791.49,94.517,2.736
799.739,94.506,2.791
794.576,94.495,2.785
797.043,94.526,2.715
790.691,94.541,2.639
786.147,94.527,2.637
788.024,94.501,2.709
790.841,94.527,2.669
792.259,94.541,2.672
789.652,94.556,2.646
794.796,94.565,2.655
795.644,94.553,2.677
795.275,94.549,2.698
792.449,94.542,2.639
787.226,94.536,2.587
795.055,94.536,2.599
808.098,94.593,2.529
812.273,94.626,2.414
820.642,94.653,2.347
823.018,94.647,2.31
824.157,94.624,2.353
828.951,94.614,2.361
829.011,94.603,2.391
833.704,94.606,2.411
829.72,94.583,2.477
827.842,94.596,2.475
818.794,94.578,2.507
809.337,94.523,2.576
804.183,94.484,2.693
797.182,94.451,2.784
791.21,94.477,2.784
782.622,94.476,2.765
786.317,94.481,2.758
783.111,94.502,2.73
776.6,94.515,2.689
786.766,94.535,2.637
779.436,94.538,2.596
781.952,94.542,2.556
776.12,94.531,2.549
771.456,94.518,2.526
769.109,94.5,2.578
773.184,94.482,2.729
771.736,94.502,2.684
765.095,94.5,2.675
773.124,94.488,2.738
772.225,94.487,2.8
772.495,94.486,2.8
762.488,94.48,2.803
761.409,94.461,2.893
761.559,94.456,2.918
757.475,94.453,2.959
761.809,94.469,2.928
760.591,94.476,2.922
753.63,94.49,2.877
746.589,94.465,2.927
744.652,94.447,3.005
739.348,94.453,2.996
738.23,94.465,2.988
749.106,94.476,2.996
754.269,94.523,2.913
755.387,94.562,2.809
748.127,94.566,2.715
745.81,94.529,2.797
743.773,94.489,2.898
741.516,94.474,2.965
732.038,94.469,2.956
735.274,94.485,2.947
741.296,94.476,2.933
751.722,94.538,2.828
746.02,94.568,2.716
738.02,94.551,2.719
736.542,94.523,2.765
728.643,94.46,2.883
730.21,94.462,2.913
730.22,94.474,2.912
